Gene,GO Terms
SLC6A4,GO:0015844 GO:0001666 GO:0006836 GO:0007584 GO:0007613 GO:0007623 GO:0009410 GO:0009636 GO:0010628 GO:0014064 GO:0021941 GO:0032227 GO:0032355 GO:0035176 GO:0042310 GO:0042713 GO:0045665 GO:0045787 GO:0046621 GO:0048854 GO:0051610 GO:0071300 GO:0071321 GO:0090067 GO:0035725
C5,GO:0001701 GO:0006935 GO:0006954 GO:0006957 GO:0006958 GO:0007166 GO:0007186 GO:0010575 GO:0010760 GO:0031640 GO:0032722 GO:0045766 GO:0060326
SLC28A2,GO:0006139 GO:0006805 GO:0006836 GO:0006855 GO:0015855 GO:0015860 GO:0015862 GO:0032238 GO:0035340 GO:0045117 GO:0072531 GO:0150104 GO:1901642 GO:1904823 GO:0001895
GAS2,GO:0001544 GO:0001547 GO:0006915 GO:0007049 GO:0008360 GO:0008593 GO:0030728 GO:0051726 GO:0071711 GO:0051764
MTUS1,GO:0010758
ZNHIT1,GO:0003015 GO:0006338 GO:0006355 GO:0036335 GO:0042692 GO:0055074 GO:0060261 GO:1902164 GO:1905458
DLK1,GO:0030154 GO:0045746
WDR45,GO:0000045 GO:0006914 GO:0009267 GO:2000786 GO:0000422 GO:0034497 GO:0044804 GO:0006497
CCN4,GO:0001649 GO:0001817 GO:0007267 GO:0014911 GO:0016055 GO:0030177 GO:0030316 GO:0032331 GO:0042593 GO:0045599 GO:0045669 GO:0048661 GO:0050729 GO:0060348 GO:0090303 GO:0007155 GO:0060548 GO:0007165
TEX30,
PADI2,GO:0016570 GO:0021762 GO:0030520 GO:0045815 GO:0070100 GO:1901624 GO:1990830 GO:0006338
TCN1,GO:0006824 GO:0015889
GPR89B,GO:0015031 GO:0030217 GO:0034765 GO:0098656 GO:0051452
ATP6V0A1,GO:0007035 GO:0007042 GO:0016241 GO:0048388 GO:0097401 GO:1901998 GO:1902600
DNM2,GO:0000086 GO:0002031 GO:0006355 GO:0006892 GO:0006893 GO:0006897 GO:0006898 GO:0006909 GO:0007165 GO:0007283 GO:0009416 GO:0010592 GO:0019886 GO:0030512 GO:0030516 GO:0031623 GO:0033572 GO:0035020 GO:0042220 GO:0043065 GO:0044351 GO:0045429 GO:0045893 GO:0048489 GO:0048812 GO:0050766 GO:0061024 GO:0071245 GO:0071481 GO:0071732 GO:1900026 GO:1902856 GO:1903351 GO:1903358 GO:1903408 GO:1903526 GO:2000370 GO:0048488
EIF2AK1,GO:0002526 GO:0006909 GO:0008285 GO:0010998 GO:0010999 GO:0030225 GO:0045993 GO:0046501 GO:0046777 GO:0046986 GO:0051649 GO:0060586 GO:0140467 GO:0140468 GO:1990641
RGS10,GO:0007186 GO:0007213 GO:0008277 GO:0009968 GO:0043547
UTP15,GO:0042274 GO:0045943 GO:2000234 GO:0006364
GARIN1B,GO:0001675 GO:0007340
GXYLT2,GO:0016266
TBATA,GO:0007283 GO:0030154
CAPS2,
SLC25A13,GO:0006094 GO:0006754 GO:0006839 GO:0009066 GO:0015804 GO:0015810 GO:0015813 GO:0043490 GO:0045333 GO:0051592 GO:0070778 GO:0072337 GO:1902600
PCDHGA12,GO:0007156 GO:0007399 GO:0007155
PARM1,GO:0051973
SLC66A1,GO:0015819 GO:0055085 GO:0080144 GO:1903401 GO:1903826
SLC35B4,GO:0006111 GO:0008643 GO:0015790 GO:1990569
SGIP1,GO:0002021 GO:0048260 GO:0072583 GO:0097009 GO:2000253
PKD1L2,GO:0070588 GO:0050982
INPP4B,GO:0006661 GO:0007165 GO:0036092 GO:0043647 GO:0046856
LCMT1,GO:0006479 GO:0006481 GO:0031333 GO:0042981 GO:0090266 GO:0000086 GO:0010906 GO:0036211
BPIFB6,
CAMSAP1,GO:0000226 GO:0007010 GO:0022604 GO:0031113 GO:0031175
MYO1B,GO:0006892 GO:0007015 GO:0030048 GO:0051017 GO:0030050
AKAP8L,GO:0006397 GO:0007076 GO:0008380 GO:0010793 GO:0044839 GO:0045944 GO:0051081
NUDT22,
TFRC,GO:0071466 GO:0001666 GO:0001934 GO:0006826 GO:0006879 GO:0006953 GO:0007584 GO:0010039 GO:0010042 GO:0010628 GO:0010637 GO:0030316 GO:0030890 GO:0031334 GO:0031623 GO:0032526 GO:0033138 GO:0033572 GO:0035556 GO:0042102 GO:0043066 GO:0043123 GO:0045780 GO:0045830 GO:0046688 GO:0046718 GO:0051092 GO:0150104 GO:1900182 GO:1990830
RTL6,
NDNF,GO:0001525 GO:0001764 GO:0002931 GO:0007263 GO:0010811 GO:0010976 GO:0019800 GO:0021828 GO:0030198 GO:0043524 GO:0044344 GO:0061042 GO:0071456 GO:2000352
SYT4,GO:0007613 GO:0014049 GO:0030100 GO:0030154 GO:0031338 GO:0033604 GO:0045955 GO:0045956 GO:0048174 GO:0050709 GO:0099519 GO:0150035 GO:0150044 GO:1903861 GO:1905415 GO:1905433 GO:2000301 GO:0017158 GO:0071277 GO:0006906 GO:0014059 GO:0048791
TRIM50,GO:0016567
ZNF555,GO:0000122
TTBK1,GO:0061890 GO:0006468 GO:0007611 GO:0010628 GO:0010629 GO:0018105 GO:0018107 GO:0018108 GO:0021762 GO:0032091 GO:0032273 GO:1903980 GO:1904031 GO:2001056 GO:0007165
PRSS55,GO:0006508 GO:0007339 GO:0030317
OR56A3,GO:0007186 GO:0050911
FAM171A1,GO:0008360 GO:0043149
CDK18,GO:0051726 GO:0006468 GO:0000083
NADK2,GO:0006741 GO:0016310 GO:0019674
SERPINB3,GO:0008284 GO:0010466 GO:0010718 GO:0010950 GO:0010951 GO:0030335 GO:0035425 GO:0038001 GO:0043086 GO:0043508 GO:0045861 GO:0046718
ABCA5,GO:0006869 GO:0008203 GO:0010745 GO:0010874 GO:0033344 GO:0034375 GO:0042632 GO:0043691 GO:0055085 GO:1903064
PDIA4,GO:0009306 GO:0061077 GO:0006457 GO:0034976
OR10G4,GO:0007186 GO:0050911
TNFRSF10A,GO:0006915 GO:0007165 GO:0007250 GO:0008625 GO:0036462 GO:0071260 GO:0097191 GO:0043065
RNF41,GO:0008285 GO:0030336 GO:0043408 GO:0051896 GO:0000209 GO:0006914 GO:0010498 GO:0045619 GO:0045637 GO:0045732 GO:0051865 GO:0097191 GO:1901525 GO:2000377 GO:2000379 GO:0016567
SLC26A5,GO:0002931 GO:0006821 GO:0007605 GO:0008360 GO:0009410 GO:0009751 GO:0010996 GO:0015701 GO:0015755 GO:0019532 GO:0034766 GO:0035864 GO:0042391 GO:0045793 GO:0090102 GO:0097066 GO:1902358 GO:1902476 GO:2000147
RNH1,GO:0006402 GO:0045765 GO:0034315 GO:2000249 GO:0016477
TRAV40,GO:0002250
TTN,GO:0035995 GO:0003300 GO:0006468 GO:0006936 GO:0006941 GO:0007076 GO:0010628 GO:0010737 GO:0030240 GO:0030241 GO:0045214 GO:0045859 GO:0048769 GO:0050714 GO:0050790 GO:0051592 GO:0055003 GO:0055008 GO:0055013 GO:0060048
SHC2,GO:0035556 GO:0007169
MRPS30,GO:0006915 GO:0032543
PCYT1B,GO:0001541 GO:0006656 GO:0006657 GO:0007283
SEMA5A,GO:0001938 GO:0002043 GO:0007155 GO:0007162 GO:0007267 GO:0007399 GO:0007413 GO:0021536 GO:0030836 GO:0045766 GO:0048842 GO:0048843 GO:0050918 GO:0050919 GO:0051897 GO:0060326 GO:0090263 GO:1990256 GO:2000352 GO:2001028 GO:0001755 GO:0007411 GO:0030335 GO:0071526 GO:0048675
CRIPAK,
PPIG,GO:0000413 GO:0008380 GO:0006457
OR51G1,GO:0007186 GO:0050911
IFNG,GO:0006915 GO:0009615 GO:0010628 GO:0033141 GO:0042531 GO:0000122 GO:0001774 GO:0001819 GO:0002281 GO:0007166 GO:0007259 GO:0008284 GO:0010508 GO:0010629 GO:0010634 GO:0030225 GO:0030857 GO:0031334 GO:0032700 GO:0032722 GO:0032731 GO:0032735 GO:0032747 GO:0032755 GO:0032760 GO:0032834 GO:0034393 GO:0038196 GO:0042307 GO:0045348 GO:0045429 GO:0045672 GO:0045821 GO:0045892 GO:0048143 GO:0048662 GO:0050729 GO:0050766 GO:0050769 GO:0050796 GO:0051044 GO:0051173 GO:0051607 GO:0051712 GO:0051770 GO:0060333 GO:0060550 GO:0060552 GO:0060557 GO:0060559 GO:0071902 GO:0090312 GO:0097191 GO:0098586 GO:0150076 GO:1900222 GO:1901216 GO:1901857 GO:1902004 GO:1902948 GO:1903078 GO:1903543 GO:1904440 GO:1904783 GO:1904798 GO:2000273 GO:2000309 GO:0006959 GO:0002250
EVPL,GO:0002786 GO:0008544 GO:0018149 GO:0030216 GO:0031424 GO:0045104 GO:0042060
SLA,GO:0043408 GO:0007165
PRSS37,GO:0006508 GO:0007339 GO:0008354 GO:0016477 GO:0051604 GO:0070613 GO:1905516 GO:2000344
GSC,GO:0000122 GO:0007369 GO:0014036 GO:0016055 GO:0021904 GO:0023019 GO:0030178 GO:0030900 GO:0042474 GO:0048644 GO:0048704 GO:0006357
CCDC171,
ARF5,GO:0006890 GO:0016192 GO:0006886
TEX264,GO:0061709 GO:0106300
NTSR1,GO:0010628 GO:0051092 GO:0001659 GO:0003085 GO:0003254 GO:0007186 GO:0007218 GO:0007268 GO:0007612 GO:0008344 GO:0014049 GO:0014054 GO:0033993 GO:0043065 GO:0043066 GO:0043576 GO:0050965 GO:0051280 GO:0051281 GO:0051930 GO:0060732 GO:0070779 GO:0071545 GO:0090238 GO:0097151 GO:0098712 GO:0098900 GO:2001259
SLC44A1,GO:0006656 GO:0015871 GO:0034229 GO:0042426 GO:0055085 GO:0150104
ARPP21,GO:0008150
IL17RC,GO:0006954 GO:0032755 GO:0038173 GO:0050832 GO:0071621 GO:1900017
LUZP1,GO:0003281 GO:0060840 GO:0021503
NDUFB5,GO:0006120 GO:0009060 GO:0032981 GO:0042776
VPS4A,GO:0000916 GO:0001778 GO:0006622 GO:0006900 GO:0006914 GO:0006997 GO:0006998 GO:0007080 GO:0007084 GO:0009838 GO:0016192 GO:0016197 GO:0016236 GO:0019076 GO:0031468 GO:0032367 GO:0032466 GO:0032880 GO:0034058 GO:0036258 GO:0039702 GO:0043162 GO:0044878 GO:0046761 GO:0051301 GO:0060548 GO:0061640 GO:0061738 GO:0061764 GO:0061952 GO:0071985 GO:0072319 GO:0090148 GO:0090611 GO:0097352 GO:1903076 GO:1903543 GO:1903774 GO:1904896 GO:1904903 GO:0007033
TDRD10,
PPP3CB,GO:0001913 GO:0001915 GO:0001946 GO:0006468 GO:0006470 GO:0007165 GO:0007507 GO:0007612 GO:0007613 GO:0016311 GO:0017156 GO:0023057 GO:0030217 GO:0031987 GO:0033173 GO:0034097 GO:0035774 GO:0042098 GO:0042110 GO:0043029 GO:0045893 GO:0045944 GO:0048167 GO:0048675 GO:0048741 GO:0050796 GO:0070886 GO:0097720 GO:1900182 GO:1900242 GO:1901386 GO:1901387 GO:1905665 GO:1905673 GO:1905949
GPR153,GO:0007186
SERAC1,GO:0008654 GO:0030198 GO:0032367 GO:0036148
ZNF513,GO:0007601 GO:0050896 GO:0060041 GO:0010468
MYL1,GO:0006936 GO:0030049
HENMT1,GO:0001510 GO:0034587 GO:0030422
ZNF808,GO:0045944
SREK1,GO:0006397 GO:0008380
VNN2,GO:0015939
ILRUN,GO:0032480 GO:0032720 GO:0043392 GO:0045087 GO:0050687 GO:1900181 GO:0016236
IL3RA,GO:0036016 GO:0038156 GO:0019221
ABRA,GO:0006366 GO:0006606 GO:0035025 GO:0051091 GO:0045944
USP50,GO:0016579 GO:0032731 GO:0035063 GO:1900227 GO:2001056 GO:0006511 GO:0032741 GO:0007032 GO:0007265 GO:0071108 GO:0070536
NOC2L,GO:0000122 GO:0002903 GO:0006915 GO:0034644 GO:0045815 GO:2001243 GO:0035067 GO:0042273
ZNF382,GO:0006357
ITLN2,
C9ORF153,
MBOAT7,GO:0006661 GO:0021591 GO:0021819 GO:0036149 GO:0036151 GO:0090207 GO:0030258
EIF4EBP2,GO:0006412 GO:0007613 GO:0008286 GO:0031929 GO:0035176 GO:0045947 GO:0048167 GO:0050804
PPP6R3,GO:0043666
RASSF8,GO:0007165
PCDHGB6,GO:0007156 GO:0007399 GO:0007155
CRIP3,
TAS2R13,GO:0001580 GO:0007186 GO:0032467
OR13G1,GO:0007186 GO:0050911
SLC29A3,GO:0006805 GO:0006836 GO:0006837 GO:0015851 GO:0015858 GO:0015861 GO:0015862 GO:0015872 GO:0015874 GO:0032238 GO:0035340 GO:1901642 GO:1903716 GO:1903791 GO:1904082 GO:1904823
MARCO,GO:0001934 GO:0006898 GO:0006911 GO:0007166 GO:0007193 GO:0043277 GO:0045087 GO:0070374 GO:0097242
CCDC144A,
GPSM1,GO:0007399 GO:0016239 GO:0030154 GO:0034260 GO:1905098 GO:0000132
PIK3AP1,GO:0014068 GO:0034134 GO:0034142 GO:0034154 GO:0034162 GO:0050727
MICALL2,GO:0030041 GO:0031175 GO:0031532 GO:0032456 GO:0034446 GO:0070830 GO:1903955
CTRB1,GO:0007586 GO:0006508
ZNF774,
KDELR2,GO:0006890 GO:0015031 GO:0035437 GO:0006888 GO:0006621
SLCO1B1,GO:0006805 GO:0006811 GO:0015711 GO:0015721 GO:0015732 GO:0042167 GO:0043252 GO:0055085 GO:0070327
HS6ST2,GO:0015015
CDIPT,GO:0006661 GO:0046341
STEEP1,GO:0006888 GO:0090158
SCCPDH,GO:0009247
PPIL4,GO:0000413
S1PR3,GO:0003376 GO:0006954 GO:0007186 GO:0007193 GO:0007204 GO:0007219 GO:0008284 GO:0009653 GO:0032651 GO:1903141
MAP2K1,GO:0006468 GO:0006935 GO:0007165 GO:0007507 GO:0008285 GO:0010628 GO:0021697 GO:0030216 GO:0030878 GO:0032872 GO:0035987 GO:0044342 GO:0045893 GO:0048009 GO:0048538 GO:0048679 GO:0048870 GO:0050772 GO:0060020 GO:0060324 GO:0060440 GO:0060502 GO:0060674 GO:0060711 GO:0070371 GO:0070374 GO:0071902 GO:0090170 GO:0090398 GO:1903226 GO:2000641 GO:0030182 GO:0000165
HOOK2,GO:0006897 GO:0007032 GO:0007040 GO:0008333 GO:0015031 GO:0045022 GO:1905719 GO:0031122 GO:0030705
HSPA9,GO:0006611 GO:0006886 GO:0007007 GO:0016226 GO:0030218 GO:0043066 GO:0045646 GO:0045647 GO:1902037 GO:1903707 GO:0051085 GO:0042026
GFPT2,GO:0006048 GO:0006112 GO:0006541 GO:1990830 GO:0006047 GO:0006487 GO:0006002
CNOT2,GO:0000122 GO:0000289 GO:0001829 GO:0006351 GO:0006357 GO:0010606 GO:0031047 GO:0033147 GO:0090503 GO:2000036
FGD2,GO:0007010 GO:0008360 GO:0030036 GO:0043087 GO:0043507 GO:0046847 GO:0051056
PPP1R27,
ARL8B,GO:0001778 GO:0002505 GO:0002747 GO:0007059 GO:0015031 GO:0016197 GO:0032418 GO:0042267 GO:0046754 GO:0051301 GO:0061909 GO:0090117 GO:0090385 GO:1902774 GO:1990927 GO:0008089
DIRAS3,GO:0000079 GO:0006349 GO:0007264
P2RX4,GO:0001894 GO:0002028 GO:0002931 GO:0007165 GO:0008217 GO:0010524 GO:0010614 GO:0019228 GO:0019233 GO:0019722 GO:0032308 GO:0033198 GO:0034220 GO:0034405 GO:0035590 GO:0042118 GO:0043536 GO:0045429 GO:0048266 GO:0048678 GO:0050850 GO:0050920 GO:0050975 GO:0051897 GO:0051899 GO:0051928 GO:0055117 GO:0055119 GO:0060079 GO:0070588 GO:0071294 GO:0071318 GO:0097190 GO:1904141 GO:2001028
ARL11,GO:0002244 GO:0006886 GO:0016192
TCEAL1,
RNF20,GO:0000209 GO:0006338 GO:0006355 GO:0006511 GO:0030336 GO:0045893 GO:0045944 GO:0071894 GO:0010390
CREG2,
OR9Q2,GO:0050911 GO:0007186 GO:0007608
LY96,GO:0032496 GO:0002224 GO:0006954 GO:0006968 GO:0007166 GO:0031663 GO:0032497 GO:0032760 GO:0034142 GO:0045087 GO:0071222 GO:0031666
DTWD1,GO:0006400
RASGEF1C,GO:0007265 GO:0043547
CLPTM1L,GO:0006915 GO:0017121
ATOH7,GO:0003407 GO:0021554 GO:0006357 GO:0007623 GO:0010996 GO:0043153 GO:0045944 GO:1902336 GO:0061564 GO:0007423 GO:0048663
C4ORF46,
PCDHB5,GO:0007156 GO:0007268 GO:0007416 GO:0016339 GO:0007155
DNAH8,GO:0007018 GO:0060285 GO:0036158
SNAI2,GO:0033629 GO:0000122 GO:0001649 GO:0001837 GO:0003180 GO:0003198 GO:0003273 GO:0006325 GO:0006933 GO:0007219 GO:0007605 GO:0010839 GO:0010957 GO:0014032 GO:0030335 GO:0032331 GO:0032642 GO:0033028 GO:0033033 GO:0035921 GO:0043473 GO:0043518 GO:0043542 GO:0045600 GO:0045667 GO:0050872 GO:0060021 GO:0060429 GO:0060536 GO:0060693 GO:0061314 GO:0070563 GO:0071364 GO:0071425 GO:0071479 GO:0090090 GO:1902034 GO:1902230 GO:2000810 GO:2000811 GO:2001240 GO:0006355
ANKRD27,GO:0045022 GO:0010976 GO:0015031 GO:0032456 GO:0035544 GO:0035646 GO:0050775 GO:0048812
VANGL2,GO:0001736 GO:0001843 GO:0001947 GO:0035787 GO:0045176 GO:1905515 GO:0060071
RPL13A,GO:0002181 GO:0006412 GO:0017148 GO:0032496 GO:0042592 GO:0048246 GO:0060425 GO:0071346 GO:1901194
SIRT3,GO:0006338 GO:0006476 GO:0009060 GO:0034983 GO:1901671 GO:1902553 GO:2000304
CATSPERE,GO:0030317 GO:0048240
ATP1B1,GO:0001666 GO:0006874 GO:0006883 GO:0007155 GO:0010248 GO:0010468 GO:0010882 GO:0030007 GO:0032781 GO:0035725 GO:0036376 GO:0044861 GO:0045087 GO:0046034 GO:0050821 GO:0055119 GO:0060048 GO:0072659 GO:0086009 GO:0086013 GO:0086064 GO:0098655 GO:1901018 GO:1902600 GO:1903278 GO:1903281 GO:1903288 GO:1903408 GO:1990573
ATR,GO:0000077 GO:0006139 GO:0006260 GO:0006281 GO:0006974 GO:0008156 GO:0009410 GO:0018105 GO:0031297 GO:0032212 GO:0034644 GO:0036297 GO:0043517 GO:0046685 GO:0046777 GO:0070198 GO:0071480 GO:0090399 GO:0097694 GO:0097695 GO:1900034 GO:1904884 GO:2000779 GO:0006468 GO:0000723
BST1,GO:0001952 GO:0002691 GO:0006959 GO:0007165 GO:0008284 GO:0032956 GO:0050727 GO:0050730 GO:0050848 GO:0090022 GO:0090322 GO:2001044 GO:0030890
NME4,GO:0006183 GO:0006228 GO:0006241 GO:0006869 GO:0009116 GO:0016310
CMKLR1,GO:0001501 GO:0006935 GO:0006955 GO:0007186 GO:0010759 GO:0032088 GO:0032695 GO:0045600 GO:0050848 GO:0070098 GO:0120162 GO:0007200 GO:0006954 GO:0002430 GO:0007204
DNAAF11,GO:0003351 GO:0030317 GO:0036158 GO:0051649 GO:0060287 GO:0061512 GO:0090660 GO:0003341 GO:0008584 GO:0036159 GO:0043393 GO:0044458 GO:0061458 GO:0070286 GO:0120229
S100PBP,
HTR3B,GO:0007210 GO:0098662 GO:0007268 GO:0042391 GO:0007165 GO:0034220 GO:0050877
WBP2,GO:0032570 GO:0033148 GO:0043627 GO:0045815 GO:0045944 GO:0050847 GO:0071169 GO:0071391 GO:0045893
IWS1,GO:0006338 GO:0006397 GO:0008380 GO:0010793 GO:0050684 GO:0140673 GO:0016973
RHNO1,GO:0000077 GO:0000725 GO:0007049 GO:0034644 GO:0070318 GO:0071479
CD86,GO:0002250 GO:0002639 GO:0007202 GO:0008284 GO:0023035 GO:0032743 GO:0032753 GO:0032761 GO:0042110 GO:0042113 GO:0045630 GO:0045893 GO:0046718 GO:1901224 GO:1990051 GO:0042102 GO:0006955 GO:0071222 GO:0042130 GO:0031295 GO:0007166
RLN1,GO:0007165 GO:0007565
PLPP5,GO:0006644 GO:0046839
INTS4,GO:0016180 GO:0034243
RAB19,GO:0000045 GO:0006886
STT3B,GO:0006487 GO:0006516 GO:0006986 GO:0018279 GO:0030433 GO:0043686 GO:0043687
UGT2A3,GO:0052695 GO:0008210
STRC,GO:0050910 GO:0060088 GO:0007160
HSP90B1,GO:0031247 GO:0043666 GO:0071318 GO:0001666 GO:0015031 GO:0030433 GO:0030970 GO:0034975 GO:0034976 GO:0043066 GO:0051208 GO:0006457
E2F4,GO:0000083 GO:0002064 GO:0006884 GO:0008015 GO:0009887 GO:0042127 GO:0044458 GO:0045944 GO:0098534 GO:1903251 GO:0006357
SF3B1,GO:0000398 GO:0000375 GO:0006338 GO:0008380 GO:0035066 GO:0045943 GO:0045944 GO:0045945 GO:1903241 GO:0000245
C17ORF98,
TEKT2,GO:0030317 GO:0036159 GO:0060294 GO:0060271
ENDOV,GO:0006281 GO:0090502
C12ORF71,
ENTPD8,GO:0009124 GO:0009133 GO:0009134
CASC3,GO:0000184 GO:0000398 GO:0006406 GO:0006417 GO:0008298 GO:2000622
TBR1,GO:0001661 GO:0006338 GO:0007420 GO:0010092 GO:0010467 GO:0021764 GO:0021987 GO:0030902 GO:0045892 GO:0045944 GO:1902667 GO:0010975 GO:0001708 GO:0006357 GO:0021902
CAB39,GO:0007165 GO:0010800 GO:0014823 GO:0018105 GO:0032147 GO:0035556 GO:0071476 GO:0071902 GO:0097066 GO:1901017 GO:1901380
KLHDC8A,
CADM3,GO:0007156 GO:0007157
NCAPG,GO:0007076 GO:0051301 GO:0051984 GO:1905820 GO:1905821
TBL1XR1,GO:0000122 GO:0001835 GO:0002021 GO:0006325 GO:0016042 GO:0035264 GO:0043161 GO:0045893 GO:0045944 GO:0050872 GO:0060613 GO:0090207 GO:0090263 GO:0016575 GO:0006357
AVPR2,GO:0003084 GO:0003092 GO:0007188 GO:0007190 GO:0007249 GO:0007599 GO:0008284 GO:0008285 GO:0010628 GO:0021537 GO:0034097 GO:0035814 GO:0001992 GO:0007186 GO:0045907 GO:0032870
OR2C3,GO:0007186 GO:0050911
YJU2,GO:0000349 GO:0043518 GO:0008380
FLAD1,GO:0006747 GO:0006771
TNFRSF9,GO:0006915 GO:0008285 GO:0033084 GO:0042127
RAB3D,GO:0018125 GO:0045453 GO:1903307 GO:0072659 GO:0009306 GO:0017157 GO:0006904
PF4V1,GO:0061844 GO:0006954 GO:0030593 GO:0070098 GO:0071222
NLRP9,GO:0006954 GO:0032741 GO:0045087 GO:0051607 GO:0070269 GO:0050727
WNT2,GO:0001938 GO:0002053 GO:0002088 GO:0007267 GO:0008284 GO:0010463 GO:0022008 GO:0030182 GO:0033278 GO:0045944 GO:0048146 GO:0050769 GO:0051091 GO:0055009 GO:0060038 GO:0060045 GO:0060070 GO:0060317 GO:0060492 GO:0060501 GO:0060502 GO:0060716 GO:0061072 GO:0061180 GO:0071300 GO:0071560 GO:1904948 GO:1904954 GO:0045165
ZC3H7A,GO:0010608 GO:0035196
SMC1A,GO:0000070 GO:0006281 GO:0007062 GO:0007064 GO:0009314 GO:0034087 GO:0034089 GO:0035019 GO:0051301 GO:0051321 GO:0072423 GO:0090307
GPM6A,GO:0001764 GO:0003407 GO:0007416 GO:0009617 GO:0048812 GO:0048863 GO:0050807 GO:0051491 GO:0070588 GO:0031175
U2AF1L4,GO:0000398
CRISP1,GO:0007342 GO:0060046 GO:0007339
DCDC1,GO:0007049 GO:0035556 GO:0051301 GO:1902412
SKI,GO:0010626 GO:0030512 GO:0000122 GO:0001843 GO:0002089 GO:0007179 GO:0008285 GO:0009948 GO:0014902 GO:0021772 GO:0022011 GO:0030177 GO:0030326 GO:0030514 GO:0032926 GO:0035019 GO:0043010 GO:0043388 GO:0043585 GO:0045668 GO:0045944 GO:0048147 GO:0048593 GO:0048741 GO:0048870 GO:0060021 GO:0060038 GO:0060041 GO:0060325 GO:0060349 GO:0060395
ZNF2,GO:0006355
SHOX2,GO:0002027 GO:0000122 GO:0001501 GO:0001649 GO:0002053 GO:0002063 GO:0003163 GO:0003172 GO:0003213 GO:0007224 GO:0007399 GO:0010463 GO:0032330 GO:0035115 GO:0045880 GO:0048557 GO:0048743 GO:0050772 GO:0060272 GO:0060351 GO:0060415 GO:0060920 GO:0060931 GO:0072089 GO:2000172 GO:2000648 GO:0006357
SYNRG,GO:0006886 GO:0006897
PJA2,GO:0006954 GO:0007616 GO:0010738 GO:0016567 GO:0034137 GO:0043030 GO:0043161 GO:0045087 GO:0046330 GO:1900745
TOPORS,GO:0000209 GO:0006351 GO:0006511 GO:0006513 GO:0006974 GO:0008630 GO:0016925 GO:0034504 GO:0042127 GO:0042771 GO:0043161 GO:0045893 GO:0051443 GO:0051457 GO:0070936
SOAT1,GO:0008203 GO:0010742 GO:0010878 GO:0033344 GO:0034379 GO:0034383 GO:0042632 GO:0042986
CFHR4,GO:0006869 GO:0006956
CRISPLD1,GO:0060325 GO:0061484
C4ORF51,
TMEM266,
BFAR,GO:0043066 GO:0000209 GO:0006511 GO:0006915 GO:0043161 GO:0051865 GO:0070534 GO:0070936 GO:1903895
PSG6,GO:0007565 GO:0007165 GO:0002682
GSTK1,GO:0030855 GO:0098869 GO:0006749
IGKV4-1,GO:0002250 GO:0006955 GO:0002377
C1QTNF9,GO:0007165
DPY19L2,GO:0007286 GO:0018406
HTR1B,GO:0002031 GO:0007193 GO:0007198 GO:0007205 GO:0014053 GO:0014059 GO:0014063 GO:0032229 GO:0042220 GO:0042310 GO:0042756 GO:0045471 GO:0046849 GO:0050795 GO:0051385 GO:0051967 GO:0071312 GO:0071466 GO:0071502 GO:0099171 GO:0099509 GO:1904707 GO:2000300 GO:0007268 GO:0007187
LRRC8A,GO:0001678 GO:0002329 GO:0006820 GO:0006884 GO:0006970 GO:0007283 GO:0015734 GO:0015810 GO:0032024 GO:0034214 GO:0045663 GO:0098656 GO:0140361 GO:1902476
GRIN3A,GO:0006816 GO:0016358 GO:0045471 GO:0048511 GO:0060078 GO:0060134 GO:0061000 GO:0070588 GO:0099171 GO:0035249 GO:0050804 GO:0035235
CNTN5,GO:0007605 GO:0099054 GO:0098609 GO:0007411 GO:0007420
ANXA10,
KRCC1,
SH3PXD2A,GO:0001701 GO:0006801 GO:0072675 GO:0042554
LEXM,
CHRM1,GO:0043270 GO:0007165 GO:0007186 GO:0007205 GO:0007207 GO:0007213 GO:0007274 GO:0007399 GO:0040012 GO:0046541 GO:0050890 GO:0060078 GO:0060251 GO:0090316 GO:0098664 GO:0099170 GO:0007197 GO:0007187 GO:0007268
IRX1,GO:0000122 GO:0072086 GO:0072272 GO:0030182 GO:0006357 GO:0048468
C1ORF226,
FBXO30,GO:0016567
SPAG1,GO:0007338 GO:0050821 GO:0070286
MAPK12,GO:0000165 GO:0007049 GO:0007165 GO:0007517 GO:0010952 GO:0018105 GO:0042770 GO:0045445 GO:0045786 GO:0051149 GO:0051726 GO:0035556
RPN2,GO:0006487 GO:0009410 GO:0018279 GO:0036211
MTF2,GO:0007379 GO:0019827 GO:0040029 GO:0048863 GO:1990830 GO:0006355 GO:0006325
BTG4,GO:0008285 GO:0030182 GO:0051726 GO:0045930
CITED4,GO:0043627 GO:0045893
CLLU1-AS1,
ZNF449,GO:0007284 GO:0006357
KCNJ5,GO:0006813 GO:0086091 GO:0098914 GO:0098915 GO:0099625 GO:1990573 GO:0034765
ACTL9,GO:0001675 GO:0007338 GO:0009566 GO:0098974 GO:0048870
CLDN11,GO:0007283 GO:0008366 GO:0016338 GO:0120192 GO:0070830 GO:0007155
SCN1B,GO:0007155 GO:0007411 GO:0010765 GO:0010976 GO:0019227 GO:0021966 GO:0035725 GO:0040011 GO:0051899 GO:0060048 GO:0060307 GO:0060371 GO:0061337 GO:0086002 GO:0086012 GO:0086047 GO:0086091 GO:2000649
EPPIN-WFDC6,
EFHB,GO:0006816 GO:0032091 GO:0070884 GO:2001256
