Gene,GO Terms
FARP2,GO:0016322 GO:0016601 GO:0007155 GO:0022405 GO:0030316 GO:0031532 GO:0033623 GO:0071526 GO:0071800
ZNF592,GO:0046627 GO:0050730
GRN,GO:0002265 GO:0002282 GO:0007040 GO:0007041 GO:0007042 GO:0007165 GO:0010595 GO:0030335 GO:0043524 GO:0043525 GO:0045766 GO:0048680 GO:0050679 GO:0050821 GO:0060266 GO:0106016 GO:1900426 GO:1902564 GO:1903334 GO:1903979 GO:1905247 GO:1905673 GO:0050727
TSPYL1,GO:0006334 GO:0008150
GDF9,GO:0001555 GO:0007179 GO:0007292 GO:0008284 GO:0030308 GO:2000870 GO:0060395 GO:0010862 GO:0030509
ZHX3,GO:0030154 GO:0045669 GO:0045892 GO:0006357
USHBP1,
DBF4,GO:0000082 GO:0006260 GO:1901987 GO:0010571
THADA,GO:0002128 GO:0030488 GO:0032471 GO:0055088 GO:1901895 GO:1990845
TMEM74B,
FNBP1L,GO:0060271 GO:0006900 GO:0006914 GO:0007165 GO:0010324 GO:0016050 GO:0030050 GO:0051491 GO:0072583 GO:0097320
RFX1,GO:0006955 GO:0006357
PROM1,GO:0010842 GO:0045494 GO:0060042 GO:0060219 GO:0072112 GO:0072139 GO:2000768
KLHL40,GO:0031398 GO:0032436 GO:0048741 GO:0098528 GO:0032435 GO:0031397
SCML4,
PCDH18,GO:0007156 GO:0007420 GO:0007155
HTN1,GO:0031214 GO:0031640 GO:0042742 GO:0050832
SOX30,GO:0000122 GO:0007286 GO:0030178 GO:0031960 GO:0045944 GO:0120211 GO:0006357
PLD3,GO:0002376 GO:0006259 GO:0006954 GO:0014902 GO:1900015
HOXB7,GO:0006355 GO:0030099 GO:0045944 GO:0048568 GO:0048704 GO:0090190 GO:0009952 GO:0006357
CPNE1,GO:0006508 GO:0006629 GO:0010629 GO:0016192 GO:0043122 GO:0043392 GO:0045666 GO:0051897 GO:0071277 GO:1901223 GO:1903265 GO:1990138
AEBP1,GO:0000122 GO:1904026 GO:0006518 GO:0016485
MRGPRF,GO:0007186
IL34,GO:0010759 GO:0120041 GO:0043406 GO:0061098 GO:0001934 GO:0006954 GO:0008284 GO:0010628 GO:0045087 GO:0045651 GO:0045657 GO:0048714 GO:0061514 GO:0061518
MANSC1,
ADAM33,GO:0006508
TUBE1,GO:0007098 GO:0000278 GO:0000226
FUBP1,GO:0010628 GO:0010468
WDR88,
EIF3G,GO:0001732 GO:0006413 GO:0075525
NELL2,GO:0009566 GO:0070050
MEGF9,GO:0008150 GO:0030833
CC2D1B,GO:0000122 GO:0006357
TTC19,GO:0000281 GO:0034551
MAP9,GO:0000281 GO:0046602 GO:0060236 GO:0090307 GO:1902412
TMEM38A,GO:0007029 GO:0010881 GO:0014808 GO:0071313 GO:0071805
PHYH,GO:0001561 GO:0006103 GO:0006720 GO:0019606 GO:0097089
BYSL,GO:0000462 GO:0001829 GO:0042254 GO:0072089 GO:1904749 GO:0006364
CDKN2C,GO:0000079 GO:0007049 GO:0008285 GO:0030308 GO:0042326 GO:0045736 GO:0048709 GO:0072089 GO:2000045 GO:2000647
REXO1,
SLC17A1,GO:0006811 GO:0006817 GO:0015747 GO:0035435 GO:0035725 GO:0044341 GO:0046415 GO:0006820
ANKIB1,GO:0006511 GO:0032436 GO:0000209
CWC25,GO:0000398
ONECUT3,GO:0045944 GO:0006357
BHLHE40,GO:0000122 GO:0006355 GO:0007623 GO:0032922 GO:0042752 GO:0043153 GO:0043433 GO:0045892 GO:0006357 GO:0009952 GO:0050767
ASAP1,GO:0043547 GO:0060271 GO:0061000 GO:0099175 GO:1903527
KRTAP9-2,
STRBP,GO:0007286 GO:0007638
CLPB,GO:0030851 GO:0034605 GO:0039529 GO:0140374
NAGA,GO:0016052 GO:0019377 GO:0009311 GO:0016139
UBXN8,GO:0007338 GO:0030433
ARHGAP39,GO:0007165 GO:0051056 GO:0099173
KCNMA1,GO:0001666 GO:0006813 GO:0006970 GO:0030007 GO:0034465 GO:0034765 GO:0042391 GO:0043065 GO:0045794 GO:0051592 GO:0060073 GO:0060083 GO:0071805
FBXL17,GO:0000209 GO:0006515 GO:0007399 GO:0008589 GO:0014033 GO:0016567 GO:0031146 GO:0043161 GO:0043153
ZSCAN4,GO:0010833 GO:0045950 GO:0006357
TECRL,GO:0042761
URI1,GO:0000122 GO:0001558 GO:0006357 GO:0009615 GO:0010923 GO:0050821 GO:0071363 GO:0071383 GO:2001243
EIF2AK4,GO:0000077 GO:0001934 GO:0002230 GO:0002250 GO:0002286 GO:0002821 GO:0006446 GO:0006468 GO:0007049 GO:0007612 GO:0007616 GO:0010998 GO:0019081 GO:0032057 GO:0032792 GO:0034198 GO:0034644 GO:0036492 GO:0044828 GO:0045665 GO:0045947 GO:0046777 GO:0051607 GO:0060259 GO:0070417 GO:0071264 GO:0140469 GO:1900273 GO:1990138 GO:1990253
ASMTL,GO:0008150 GO:0009117 GO:0032259
ATP4B,GO:0007155 GO:0010243 GO:0032496 GO:0045851 GO:1902600 GO:0006883 GO:1990573 GO:0030007 GO:0036376
HNRNPCL1,
TATDN3,
CAT,GO:0000302 GO:0001649 GO:0001657 GO:0001666 GO:0006641 GO:0008203 GO:0009060 GO:0009410 GO:0009642 GO:0009650 GO:0010193 GO:0010288 GO:0014068 GO:0014823 GO:0014854 GO:0020027 GO:0032088 GO:0032355 GO:0032868 GO:0033189 GO:0033197 GO:0033591 GO:0042744 GO:0043066 GO:0045471 GO:0046686 GO:0051092 GO:0051781 GO:0055093 GO:0061692 GO:0070542 GO:0071363 GO:0080184 GO:0042542
MMGT1,GO:0006824 GO:0006825 GO:0015693 GO:0034755 GO:0045050 GO:0071816 GO:1903830
CNTRL,GO:0001822 GO:0003281 GO:0007049 GO:0035904 GO:0051301 GO:0060976
CBX6,GO:0000122 GO:0006325
HMOX2,GO:0001666 GO:0006979 GO:0042167 GO:0006788
TBC1D17,GO:0006914 GO:0015031 GO:0042147 GO:0090630
DHX57,
SLC24A5,GO:0034220 GO:0006811 GO:0035725 GO:0042438 GO:0048022 GO:0050896 GO:0070509 GO:0071805 GO:0070588 GO:0030318 GO:0006874
LDLRAD3,GO:0070613 GO:0006898
IGIP,
CDO1,GO:0000097 GO:0006534 GO:0006954 GO:0007595 GO:0033762 GO:0042412 GO:0043200 GO:0045471 GO:0051384 GO:0051591 GO:0019448
GPNMB,GO:0001818 GO:0001934 GO:0007165 GO:0007267 GO:0008285 GO:0030335 GO:0031954 GO:0032720 GO:0034103 GO:0042130 GO:0045765 GO:0050868 GO:0050918 GO:0070374 GO:1901215 GO:2000134 GO:0007155
WSCD2,
TEX47,
SLC25A40,GO:0048821 GO:1990542 GO:0006810
GNAZ,GO:0007186 GO:0007193 GO:0046676 GO:0098664 GO:0007188
CHRND,GO:0003009 GO:0006812 GO:0006936 GO:0048630 GO:0050881 GO:0050905 GO:0060079 GO:0095500 GO:0034220 GO:0042391 GO:0007268 GO:0007165 GO:0050877
CD72,GO:0007155
DNASE1L3,GO:0002283 GO:0002673 GO:0006259 GO:0006309 GO:0070948 GO:0006308 GO:0010623
ZNF433,GO:0006357
CLEC2L,
IL18RAP,GO:0006954 GO:0006955 GO:0008283 GO:0035655 GO:0042119 GO:0045954 GO:0051092 GO:0070301
TMEM39B,GO:0008150
EVX1,GO:0009792 GO:0045944 GO:0097377 GO:1904936 GO:0006357
PCDH15,GO:0007605 GO:0007156 GO:0045494 GO:0048839 GO:0050953 GO:0050957 GO:0007155
IVNS1ABP,GO:0006383 GO:0008380 GO:0009615 GO:0031397 GO:0097193 GO:2001243
PLD2,GO:0006654 GO:0007010 GO:0007264 GO:0036465 GO:0038096 GO:0048017 GO:0009395 GO:0060627
FABP6,GO:0006629 GO:0008285 GO:0015908
KIR3DL1,GO:0006955 GO:0042267
TNFAIP8L2,GO:0042110 GO:0042981 GO:0045087 GO:0050728 GO:0050868
OR4N4,GO:0007186 GO:0050911
NCALD,GO:0003073 GO:0016192 GO:0019722
USP19,GO:0016579 GO:0030433 GO:0031647 GO:0034976 GO:0048642 GO:0050821 GO:0090068 GO:1900037 GO:1904292
RILPL1,GO:0003382 GO:0007263 GO:1901214 GO:1903445 GO:0060271
PAMR1,
C19ORF12,
AMY1C,GO:0009311
CAMK2N1,GO:0007616 GO:0050729 GO:0006469
CREB3,GO:0006357 GO:0006935 GO:0006990 GO:0045944 GO:0090026 GO:0140467 GO:1902236
OR2T2,GO:0007186 GO:0050911
SLC18A1,GO:0015844 GO:0042908 GO:0051610 GO:1902600 GO:0015842
STRIP2,GO:0007010 GO:0008360 GO:0016477
PLK4,GO:0046601 GO:0006468 GO:0007099 GO:0060271 GO:0060707 GO:0098535
EXTL1,GO:0001501 GO:0006486 GO:0015012
MX2,GO:0006952 GO:0009615 GO:0015031 GO:0035455 GO:0045087 GO:0046822 GO:0051028 GO:0051607 GO:0051726
TUBB1,GO:0030220 GO:0030878 GO:0046785 GO:0051225 GO:0070327 GO:0070527 GO:0000226 GO:0000278
FAM20A,GO:0001934 GO:0009617 GO:0031214 GO:0044691 GO:0055074 GO:0070166
MARCKSL1,GO:0008283 GO:0008284 GO:0007417 GO:0007015
CXCL8,GO:0010628 GO:0010629 GO:0031328 GO:0060354 GO:0001525 GO:0002237 GO:0006935 GO:0006954 GO:0007165 GO:0007186 GO:0008285 GO:0019722 GO:0030155 GO:0030593 GO:0031623 GO:0034976 GO:0035556 GO:0042119 GO:0044344 GO:0045091 GO:0045744 GO:0045766 GO:0048566 GO:0050930 GO:0071222 GO:0071347 GO:0071356 GO:0090023 GO:2000535 GO:0061844 GO:0070098
FAM76B,
PDXDC1,GO:0019752
SEMA6C,GO:0007411 GO:0048843 GO:0050919 GO:0030335 GO:0001755 GO:0071526
IQCF1,GO:0060474 GO:2000344
LRTM1,GO:0050919 GO:0007411
GFRA4,GO:0001503 GO:0030279 GO:0035860 GO:0007399
MAGEB16,GO:0000122
PRAMEF7,GO:0008284 GO:0043066 GO:0045596 GO:0045892
ZNF836,GO:0045944
GNL3L,GO:0031334 GO:0031397 GO:0031647 GO:0032091 GO:0032211 GO:0033234 GO:0042254 GO:1904816
RHOU,GO:0000082 GO:0007010 GO:0008360 GO:0016601 GO:0051056 GO:1903955 GO:0006897 GO:0007163 GO:0030036 GO:0032488
NEIL2,GO:0045008 GO:0006284
DHRSX,GO:0010508
UNC80,GO:0098655 GO:0055080
EVX2,GO:0008150 GO:0035108 GO:0006357
CELF6,GO:0000381 GO:0006376
VIP,GO:0007186 GO:0007189 GO:0007589 GO:0008284 GO:0032880 GO:0045732 GO:0048255 GO:0070459 GO:0001938 GO:0043066 GO:0051930 GO:0060406 GO:0007200 GO:0048242 GO:0048662 GO:0007611 GO:0043267 GO:0032812
TOM1,GO:0006897 GO:0015031 GO:0016197 GO:0061753 GO:0061909 GO:1901098 GO:1904978 GO:0007165
CITED1,GO:0001570 GO:0001656 GO:0001658 GO:0001890 GO:0006357 GO:0006913 GO:0006915 GO:0007179 GO:0007420 GO:0010628 GO:0030178 GO:0030318 GO:0030511 GO:0032496 GO:0032868 GO:0034097 GO:0034341 GO:0042438 GO:0042981 GO:0043473 GO:0043524 GO:0043627 GO:0045668 GO:0045892 GO:0045893 GO:0045944 GO:0051591 GO:0060231 GO:0060395 GO:0060711 GO:0070555 GO:0070669 GO:0070670 GO:0070741 GO:0071104 GO:0071105 GO:0071107 GO:0071559 GO:1902462
CABCOCO1,
USP20,GO:0006511 GO:0006897 GO:0008277 GO:0010508 GO:0016579 GO:0043124 GO:0070536 GO:0071108 GO:0140374
ZNF185,
VIPR2,GO:0007165 GO:0007166 GO:0007190 GO:0007267 GO:0048662 GO:0007188
SAMD9L,
SOX6,GO:0001502 GO:0002062 GO:0006355 GO:0007420 GO:0007517 GO:0021529 GO:0032332 GO:0045892 GO:0051216 GO:0061036 GO:0071560 GO:2000726 GO:2000741 GO:0007417 GO:0045165 GO:0006357
NMT2,GO:0018008 GO:0022400 GO:0075733
TUBAL3,GO:0000278 GO:0000226
GALNT16,GO:0018242 GO:0018243 GO:0006493
ZNF296,GO:0000122 GO:0007283 GO:0006357 GO:2000171
ADH7,GO:0001523 GO:0006069 GO:0009617 GO:0010430 GO:0045471 GO:0042572 GO:0042573
DECR1,GO:0006635 GO:0120162
CUL4B,GO:0010498 GO:0000082 GO:0000209 GO:0006511 GO:0006974 GO:0010467 GO:0016567 GO:0031175 GO:0034644 GO:0042254 GO:0045732 GO:0048708 GO:0070914 GO:1900087
SLITRK5,GO:0007268 GO:0007625 GO:0009410 GO:0021756 GO:0030534 GO:0043588 GO:0048813 GO:0072359 GO:1905606 GO:0051965 GO:0007409
LRRC4,GO:1904861 GO:0097119 GO:0099560 GO:0050804
CELA3B,GO:0006508
ATP6V1B1,GO:0006885 GO:0007605 GO:0001503 GO:0003091 GO:0003096 GO:0006693 GO:0010468 GO:0016241 GO:0030534 GO:0035812 GO:0042048 GO:0042472 GO:0045851 GO:0046034 GO:0055064 GO:0055074 GO:0055075 GO:0070072 GO:0097254 GO:0097401 GO:1902600 GO:0007035
NUBP2,GO:0030030 GO:0016226
OR10G3,GO:0007186 GO:0050911
CYP2C19,GO:0001676 GO:0006805 GO:0008202 GO:0016098 GO:0019373 GO:0042178 GO:0046483 GO:0097267
DYNC1I1,GO:0047496 GO:0010970
SEC61A1,GO:0006614 GO:0006620 GO:0007029 GO:0006613 GO:0031204 GO:0039019 GO:0045047 GO:0045048 GO:0070588 GO:0006616
SHQ1,GO:0043065 GO:2000233 GO:0022618 GO:1904874 GO:0000493
P2RY14,GO:0007186 GO:0035589
EMC7,GO:0045050 GO:0071816
METAP1D,GO:0006508 GO:0018206 GO:0031365 GO:0070084
LRRN1,GO:0051965
HECTD1,GO:0003170 GO:0003281 GO:0035904 GO:0001779 GO:0001843 GO:0032436 GO:0051865 GO:0060707 GO:0072659 GO:1903077 GO:0048856 GO:0070534 GO:0043161
PPP1R12A,GO:0000278 GO:0006470 GO:0007098 GO:0007165 GO:0030155 GO:0035507 GO:0035508 GO:0043086 GO:0045944 GO:0046822 GO:0071466
NFKBIE,GO:0042994
OR12D3,GO:0007186 GO:0050911
IL1A,GO:0032743 GO:0032755 GO:0032760 GO:0001660 GO:0001666 GO:0001819 GO:0002248 GO:0006883 GO:0006915 GO:0006955 GO:0007283 GO:0007507 GO:0008285 GO:0010193 GO:0010243 GO:0010332 GO:0010575 GO:0010628 GO:0010893 GO:0019221 GO:0031424 GO:0032308 GO:0032956 GO:0033591 GO:0034605 GO:0035234 GO:0043123 GO:0045766 GO:0045840 GO:0045944 GO:0046330 GO:0046688 GO:0050714 GO:0051781 GO:0051930 GO:0070374 GO:0097192 GO:1902624 GO:1904445 GO:2001240 GO:0050999 GO:0071222 GO:0033092 GO:0006954
UTP25,GO:0030163 GO:0031648 GO:0040019 GO:0048568 GO:1902570 GO:0000462
LY6G6F,
SSH3,GO:0006470 GO:0030837 GO:0030036
SLC47A1,GO:0006855 GO:0015695 GO:0015847 GO:0042886 GO:0042908 GO:0055085 GO:0071934 GO:0089718 GO:0097638 GO:1902475 GO:1902600 GO:1903826 GO:1990961
PAM16,GO:0001503 GO:0006886 GO:0030150 GO:0032780
SYT17,GO:0030154 GO:1903861 GO:0014059 GO:0071277 GO:0017156 GO:0017158
SHROOM1,GO:0000902 GO:0051017
IRF5,GO:0002720 GO:0006954 GO:0019221 GO:0032481 GO:0032494 GO:0032495 GO:0032727 GO:0032728 GO:0032735 GO:0043065 GO:0045087 GO:0045944 GO:0051607 GO:0098586 GO:0006357 GO:0002376
BBOF1,GO:0044458
IFNA13,
PRDM10,GO:0032259 GO:0045944
ZBTB32,GO:0000122 GO:0001817 GO:0002682
KLHL8,GO:0006511 GO:0016567
ATAD2B,GO:0045944
SLC1A2,GO:0006750 GO:0006811 GO:0006836 GO:0007268 GO:0007632 GO:0009410 GO:0009611 GO:0015813 GO:0021537 GO:0030534 GO:0031668 GO:0035264 GO:0043200 GO:0046326 GO:0070207 GO:0070633 GO:0070778 GO:0070779 GO:0071314 GO:0098656 GO:0098712 GO:0098810 GO:0140009 GO:0150104 GO:1903712
ZNF672,GO:0006357
POU3F3,GO:0007417 GO:0008284 GO:0010628 GO:0021799 GO:0021869 GO:0043066 GO:0045892 GO:0045893 GO:0045944 GO:0048878 GO:0071918 GO:0072218 GO:0072227 GO:0072233 GO:0072236 GO:0072240 GO:0006357
NOTCH2,GO:0000122 GO:0001701 GO:0001709 GO:0001947 GO:0002011 GO:0002315 GO:0002437 GO:0003162 GO:0003184 GO:0006915 GO:0006959 GO:0007219 GO:0007399 GO:0009887 GO:0010629 GO:0010838 GO:0030097 GO:0030326 GO:0030509 GO:0030513 GO:0032148 GO:0035264 GO:0035556 GO:0035622 GO:0042060 GO:0042742 GO:0043011 GO:0043065 GO:0043066 GO:0045672 GO:0046579 GO:0046849 GO:0060413 GO:0060674 GO:0061073 GO:0061314 GO:0070374 GO:0070986 GO:0071228 GO:0072014 GO:0072015 GO:0072104 GO:0072574 GO:1990705 GO:2000249 GO:2001204 GO:0007411
KLF17,GO:0006357
UNC5CL,GO:0043123 GO:0046330 GO:0038007
KAT6B,GO:0006334 GO:0006355 GO:0016573 GO:0045892 GO:0045893 GO:0050793 GO:1903706
TEX11,GO:0000712 GO:0006311 GO:0006915 GO:0007131 GO:0008584 GO:0009566 GO:0035234 GO:0043066 GO:0051026 GO:0051093 GO:2000242 GO:0007130 GO:0007060
ADAT3,GO:0008033
CALR3,GO:0007283 GO:0008150 GO:0030154 GO:0030433 GO:0006457
ACSL3,GO:0044539 GO:0001676 GO:0006631 GO:0034379 GO:0035338 GO:0042998 GO:0051047 GO:2001247 GO:0030182 GO:0035336
ADGRF4,GO:0007166 GO:0007186 GO:0007189
EPOR,GO:0007165 GO:0007420 GO:0007507 GO:0038162 GO:0046697 GO:0019221 GO:0008284 GO:0030097
ISYNA1,GO:0006021 GO:0008654
SSTR4,GO:0007186 GO:0007187 GO:0008285 GO:0016477 GO:0030900 GO:0038170 GO:0070374 GO:0090238 GO:0106072 GO:0071385 GO:0007218
RC3H1,GO:0000184 GO:0000209 GO:0000956 GO:0001782 GO:0002634 GO:0002635 GO:0010608 GO:0030889 GO:0033962 GO:0042098 GO:0043029 GO:0043488 GO:0045623 GO:0046007 GO:0048535 GO:0048536 GO:0050852 GO:0050856 GO:0061158 GO:0061470 GO:0071347 GO:1900151 GO:1901224 GO:2000320 GO:2000628 GO:0000288 GO:0006511
TMEM121B,
NUDT11,GO:0071543 GO:1901907 GO:1901909 GO:1901911
NADSYN1,GO:0034627 GO:0009435
TUBA3C,GO:0000226 GO:0000278
RCOR1,GO:0006325 GO:0010629 GO:0030218 GO:0045654 GO:0045892 GO:0006357
HM13,GO:0001701 GO:0033619 GO:0061960 GO:1904211 GO:0006465
ZSCAN10,GO:0045892
TMC2,GO:0050910 GO:0070588 GO:1903169 GO:0060005
NEDD9,GO:0007010 GO:0007049 GO:0007155 GO:0007165 GO:0007229 GO:0007611 GO:0030335 GO:0030336 GO:0032956 GO:0045672 GO:0051017 GO:0051301 GO:0061098 GO:0061523 GO:0090630 GO:0097021 GO:0140131 GO:1900026 GO:1902952 GO:1903829 GO:2000522 GO:0016477 GO:0007169 GO:0090527
CBARP,GO:0045955 GO:1901386 GO:1903170
TAS2R5,GO:0001580 GO:0007186 GO:0007635
SLC6A14,GO:0001762 GO:0003333 GO:0006821 GO:0006865 GO:0009636 GO:0015801 GO:0015803 GO:0032328 GO:0035524 GO:0089718 GO:1902270 GO:0035725
GFRA3,GO:0001764 GO:0007165 GO:0007411 GO:0007422 GO:0048485 GO:0007399
NGRN,GO:0030182 GO:0061668 GO:0070131
VCPIP1,GO:0000278 GO:0006974 GO:0016567 GO:0016579 GO:0035871 GO:0071108 GO:0106300 GO:1905634 GO:0016320 GO:0090168
VIM,GO:0010977 GO:0014002 GO:0031175 GO:0032967 GO:0043488 GO:0045109 GO:0045727 GO:0060020 GO:0060395 GO:0070307 GO:0071222 GO:0071225 GO:0071346
EYA3,GO:0006302 GO:0006338 GO:0007601 GO:0009653 GO:0010212 GO:0045739 GO:2001240 GO:0030154 GO:0048856
PSRC1,GO:0001578 GO:0007080 GO:0030308 GO:0031116 GO:0045737 GO:0045893 GO:0051301 GO:0060236
MYO16,GO:0008285 GO:0021549 GO:2000134 GO:0014065 GO:0048812
MCM8,GO:0000724 GO:0006974 GO:0007049 GO:0007292 GO:0032508 GO:0036298 GO:0048232 GO:0050821 GO:0070716 GO:0071168
CDON,GO:0001708 GO:0001934 GO:0002052 GO:0002088 GO:0006468 GO:0007155 GO:0007224 GO:0007405 GO:0007520 GO:0009952 GO:0010172 GO:0014816 GO:0021987 GO:0030182 GO:0043393 GO:0043410 GO:0045666 GO:0045944 GO:0048643 GO:0051057 GO:0060059 GO:0098609 GO:0007399
CENPM,
PTPN4,GO:0006470 GO:0018108
KCNT2,GO:0097623 GO:1902476
TP63,GO:0000122 GO:0001501 GO:0001736 GO:0002064 GO:0006338 GO:0006366 GO:0006915 GO:0007219 GO:0007283 GO:0007499 GO:0009954 GO:0010481 GO:0010482 GO:0010838 GO:0030216 GO:0030859 GO:0031069 GO:0033147 GO:0035115 GO:0035116 GO:0036342 GO:0042475 GO:0042771 GO:0043281 GO:0043589 GO:0043616 GO:0045617 GO:0045669 GO:0045747 GO:0045892 GO:0045893 GO:0045944 GO:0048485 GO:0048807 GO:0051262 GO:0051402 GO:0060197 GO:0060513 GO:0060529 GO:0061436 GO:0072089 GO:0090398 GO:1904674 GO:1904888 GO:2000271 GO:2000381 GO:2000648 GO:2001235 GO:0006357
LZTS1,GO:0007049 GO:0016242 GO:0150052 GO:0048167 GO:0048814
FES,GO:0001578 GO:0007098 GO:0008360 GO:0010976 GO:0018108 GO:0030155 GO:0031116 GO:0042127 GO:0043304 GO:0045595 GO:0045639 GO:0045657 GO:0046777 GO:0051450 GO:0060038 GO:0060627 GO:0071305 GO:2000145 GO:2000251 GO:0006935 GO:0007155
NOL3,GO:0006376 GO:0006915 GO:0008380 GO:0014808 GO:0043066 GO:0051259 GO:0090201 GO:1902176 GO:1903298 GO:1990001 GO:2001237 GO:2001243
ADCK5,GO:0016310
ZNF608,GO:0000122 GO:0006357
STARD6,GO:0006869
PCDHGA8,GO:0007156 GO:0007399 GO:0007155
PCDHGC5,GO:0007156 GO:0007399 GO:0043524 GO:0050808 GO:0007155
TNFRSF11A,GO:0002250 GO:0002548 GO:0007165 GO:0007267 GO:0008284 GO:0009314 GO:0009612 GO:0014070 GO:0030316 GO:0032496 GO:0032868 GO:0033209 GO:0034097 GO:0034224 GO:0034612 GO:0043507 GO:0045471 GO:0045672 GO:0051091 GO:0051092 GO:0060086 GO:0070555 GO:0071812 GO:0071847 GO:0071848 GO:0072674 GO:0045780 GO:0001503 GO:0060749 GO:0048535
STN1,GO:0000723 GO:0010833 GO:0016233 GO:0032211 GO:0045740 GO:0000724 GO:0006260 GO:0006289
OR1D2,GO:0006935 GO:0007186 GO:0007338 GO:0007608 GO:0050911 GO:0007165
DIP2B,GO:0007399 GO:0008150 GO:0030517 GO:2000758
CCDC42,GO:0007286
CA2,GO:0002009 GO:0032230 GO:0032849 GO:0038166 GO:0044070 GO:0046903 GO:0051453 GO:0070050 GO:2001150 GO:2001225 GO:0015670
SIKE1,
AKIRIN1,GO:0006351 GO:0010592 GO:0010759 GO:0014839 GO:0045663 GO:0045944 GO:1902723 GO:1902725
CAMKMT,GO:0006479 GO:0007005 GO:0018022 GO:0022400
WARS1,GO:0001525 GO:0006412 GO:0006436 GO:0006469 GO:0008285 GO:0010628 GO:0031334 GO:0045765
NEUROG1,GO:0006357 GO:0007356 GO:0007399 GO:0010458 GO:0021559 GO:0021650 GO:0030432 GO:0031223 GO:0031536 GO:0035112 GO:0042472 GO:0045165 GO:0045666 GO:0045944 GO:0048634 GO:0048806 GO:0048839 GO:0050885 GO:0051091 GO:0071626 GO:0090102 GO:0090103 GO:0097094 GO:0098583 GO:1901078 GO:1905747 GO:1905748 GO:0030900 GO:0007423 GO:0061564
CHRNB3,GO:0007271 GO:0060079 GO:0099171 GO:0050877 GO:0007268 GO:0042391 GO:0034220 GO:0007165
CACNG7,GO:0006816 GO:0034765 GO:0043488 GO:0070588 GO:0099645 GO:1903861 GO:2000311 GO:0098943 GO:0099590 GO:0051968 GO:0098970 GO:0019226
PPP6R2,GO:0043666
SLC39A2,GO:0006829 GO:0030216 GO:0070574 GO:0071577
MICAL3,GO:0006887 GO:0007010 GO:0007049 GO:0030042 GO:0051179 GO:0051301
ZNF80,
CDCA2,GO:0035307 GO:0007059 GO:0051301 GO:0051983 GO:0007088
STK39,GO:0002021 GO:0006468 GO:0006954 GO:0007165 GO:0008217 GO:0010820 GO:0018105 GO:0018107 GO:0030644 GO:0032414 GO:0035556 GO:0035725 GO:0035865 GO:0036438 GO:0038146 GO:0042116 GO:0043268 GO:0046777 GO:0050727 GO:0071476 GO:0090188 GO:1900745 GO:1901017 GO:1901380 GO:1904044 GO:1905408 GO:1990869 GO:2000650
C6ORF62,
USP17L2,GO:0000165 GO:0006511 GO:0006915 GO:0007049 GO:0010955 GO:0016579 GO:0030334 GO:0034260 GO:0042127 GO:0043547 GO:0050691 GO:0070536 GO:0071108 GO:0071586 GO:0090315 GO:0110030 GO:1900027 GO:1900245 GO:1900246 GO:0042981
OR6C1,GO:0007186 GO:0050911
TPST2,GO:0006478 GO:0050427
STAMBP,GO:0000281 GO:0016579 GO:0007259 GO:0008284 GO:0014067 GO:0046580 GO:0110088 GO:0110091 GO:0070536
LRRC59,
TMTC3,GO:0034976 GO:0035269 GO:1901800
SEC24A,GO:0006886 GO:0006888 GO:0032374 GO:0042632 GO:0050714 GO:0090110
LRTOMT,
APPBP2,GO:0046907 GO:0006886 GO:0016567 GO:0043161
EBF2,GO:0001709 GO:0035563 GO:0045944 GO:0050873 GO:0060612 GO:0120162 GO:0006357
GABPA,GO:0045944 GO:0000122 GO:0001825 GO:0045653 GO:0030154 GO:0006357
EXOSC6,GO:0006364 GO:0006396 GO:0006401 GO:0045006 GO:0045190 GO:0045830 GO:0034475 GO:0034427 GO:0071028 GO:0016075 GO:0071051
NIP7,GO:0042255 GO:0042273
FILIP1,
ZFP36,GO:0006402 GO:0000122 GO:0000165 GO:0000288 GO:0000289 GO:0009611 GO:0010837 GO:0030099 GO:0031086 GO:0032680 GO:0032703 GO:0032897 GO:0035278 GO:0038066 GO:0042594 GO:0043488 GO:0044344 GO:0045600 GO:0045616 GO:0045647 GO:0050728 GO:0051028 GO:0060213 GO:0060218 GO:0061158 GO:0070935 GO:0071222 GO:0071356 GO:0071364 GO:0071385 GO:0097011 GO:1900153 GO:1901835 GO:1902037 GO:1902172 GO:1904246 GO:1904582 GO:2000637
PLA2G2D,GO:0002361 GO:0002864 GO:0006954 GO:0016042 GO:0046337 GO:0046470 GO:0046471 GO:0050482 GO:0042130 GO:0006644
AMIGO2,GO:0007156 GO:0007157 GO:0043069 GO:0051965 GO:0007420
TDRD6,GO:0007283 GO:0030154
PRKAA2,GO:1905691 GO:0006338 GO:0006633 GO:0006695 GO:0006914 GO:0007165 GO:0008610 GO:0010508 GO:0010629 GO:0014850 GO:0016055 GO:0016239 GO:0016241 GO:0031669 GO:0032007 GO:0034599 GO:0042149 GO:0042593 GO:0042752 GO:0043066 GO:0045821 GO:0048511 GO:0055089 GO:0062028 GO:0070507 GO:0071277 GO:0071333 GO:0071380 GO:0071466 GO:0097009 GO:1903829 GO:1903944 GO:1904428 GO:1990044 GO:2000758 GO:0035556 GO:0006468
NPFF,GO:0007218 GO:0007268 GO:0060079
GAL3ST1,GO:0006487 GO:0006665 GO:0006681 GO:0007283 GO:0046486 GO:0006682 GO:0042552
